toi,tid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_eqt,pl_insol,st_teff,st_logg,st_rad,ra,dec,tfopwg_disp,fe_h,gaia_source_id
5860.01,TIC 462372373,5.2498931,1.666,9200.0,12.9409,900.0,109.163,5988.0,4.27,1.27,304.923086,11.052848,APC,-0.32602553659287997,Gaia DR3 1802021977935667200
5861.01,TIC 11034516,14.3033451,4.769,26130.0,17.1437,813.0,72.8052,5862.0,4.42,1.05,297.980126,24.038241,PC,0.19994098831746954,Gaia DR3 1828407095924880128
5862.01,TIC 20988926,5.3194765,4.653,3640.0,15.9815,1663.0,1271.35,6987.0,3.77,2.66,285.062239,34.258278,FP,0.5985156702135742,Gaia DR3 2092118775079060992
5863.01,TIC 345205395,2.8492565,1.846,24100.0,13.9182,938.0,129.049,4829.0,4.46,0.87,300.67684,0.22858,PC,0.3254294409141425,Gaia DR3 4237346293937708160
5864.01,TIC 184531966,10.4453589,4.548,9360.0,11.824,976.0,150.959,5961.0,4.32,1.19,296.483805,38.352933,PC,0.3123250100255628,Gaia DR3 2072911097230242816
5865.01,TIC 383216635,6.6314176,2.372,3080.0,10.0835,999.0,165.896,6044.0,4.0,1.75,311.221373,6.641216,PC,0.009999999776482582,Gaia DR3 1748010152845985920
5866.01,TIC 341297143,3.8421028,1.184,8920.0,13.2581,923.0,120.549,6247.0,4.28,1.32,311.306229,12.167609,FP,-0.18950896433476788,Gaia DR3 1754943668873086464
5867.01,TIC 380517859,1.109435,2.723,27240.0,10.2843,1627.0,1164.27,3613.0,4.75,0.49,303.667055,30.776057,FP,-0.2824835189604165,Gaia DR3 2053748430625616384
5869.01,TIC 210169818,3.3879742,4.127,9990.0,19.4699,1702.0,1395.05,6236.0,3.94,1.95,307.099112,18.242431,PC,-0.3421806528475219,Gaia DR3 1815177359687363456
5871.01,TIC 373816781,1.343636,2.275,26070.0,18.3699,1973.0,2519.68,6339.0,4.45,1.1,320.850391,39.813037,PC,-0.22002826729945185,Gaia DR3 1965375973804679424
5872.01,TIC 138671052,2.2425137,2.062,2730.0,6.01656,1495.0,830.151,6032.0,4.37,1.14,320.134358,46.817074,PC,0.2617447082581482,Gaia DR3 1972396115031556352
5874.01,TIC 376454594,2.5784481,1.253,7620.0,10.3952,971.0,147.884,5512.0,4.33,1.12,320.15457,1.804035,PC,0.3800280880506982,Gaia DR3 2691414695960645888
5875.01,TIC 283165117,5.216581,3.314,7060.0,8.2634,1064.0,213.2,5248.0,4.42,0.96,321.373881,20.059165,PC,0.4430952900723504,Gaia DR3 1787224235049548288
5878.01,TIC 247172524,3.4363074,2.861,27910.0,14.7953,1133.0,274.056,5213.0,4.53,0.85,313.931272,29.818541,PC,0.18276107836365013,Gaia DR3 1858513992027969408
5879.01,TIC 258037656,4.0331416,1.348,37790.0,9.63078,463.0,7.64407,3355.0,4.76,0.48,328.351781,21.414161,PC,-1.0015390038435918,Gaia DR3 1793136446510419072
5880.01,TIC 184521624,3.1162505,3.289,11400.0,15.0692,1593.0,1071.51,6244.0,4.22,1.42,296.46857,36.150385,PC,0.13628176922743307,Gaia DR3 2047896829742540928
5882.01,TIC 232941965,7.1487697,6.864,1900.0,14.1861,2317.0,4792.5,5706.0,3.7,2.35,311.888638,34.737492,CP,0.3700000047683716,Gaia DR3 1869489729418662528
5883.01,TIC 283759999,0.5223032,0.685,4390.0,14.2556,2104.0,3259.1,6285.0,4.06,1.72,315.879749,18.696523,APC,-0.26998654766516705,Gaia DR3 1789142912904604672
5884.01,TIC 13574009,5.8311038,3.283,4240.0,15.2747,1209.0,354.772,6390.0,3.83,2.29,320.450532,23.926451,PC,0.2800000011920929,Gaia DR3 1792372835687091456
5885.01,TIC 233788275,4.7264391,3.196,3150.0,14.0851,1321.0,506.011,6132.0,3.75,2.37,302.999561,55.435028,PC,-0.038421466370233956,Gaia DR3 2186062560383067648
5887.01,TIC 277987172,6.3989216,2.781,3830.0,10.6347,1139.0,280.377,6243.0,4.12,1.59,302.761752,19.706749,FP,0.289456369191853,Gaia DR3 1822513782315978752
5888.01,TIC 273780062,15.2501659,4.331,4560.0,9.87708,785.0,63.3289,5796.0,4.14,1.44,298.214477,42.50326,PC,0.5177914367397587,Gaia DR3 2078454315149655680
5889.01,TIC 383214426,2.4013188,1.988,27340.0,12.4643,919.0,118.916,4224.0,4.54,0.72,311.21156,8.849353,PC,-0.06394093085484509,Gaia DR3 1750813460819881216
5890.01,TIC 279179610,5.9029732,3.337,8450.0,11.3389,1347.0,547.695,7142.0,4.49,1.18,313.903317,46.758479,PC,0.11179280066706154,Gaia DR3 2163798343289756544
5891.01,TIC 202941251,4.1784844,4.307,5000.0,15.7612,1602.0,1094.98,6283.0,3.77,2.4,304.450192,30.687351,PC,-0.019999999552965164,Gaia DR3 1861534728429648512
5892.01,TIC 375199523,1.9447712,1.345,2880.0,13.5597,1265.0,425.174,5369.0,3.68,2.32,309.343258,6.152848,FP,0.38999998569488525,Gaia DR3 1747824266661548032
5894.01,TIC 398038296,3.0076713,3.094,10740.0,12.7756,1437.0,708.388,5704.0,4.27,1.22,312.780843,12.806318,PC,0.22137467440917735,Gaia DR3 1761053934164446080
5895.01,TIC 243464977,3.6491012,1.691,5880.0,11.0954,965.0,144.518,5628.0,4.14,1.4,309.595065,21.021892,APC,0.20000000298023224,Gaia DR3 1817636000822796544
5896.01,TIC 14956304,0.9965843,2.633,14280.0,6.86149,1488.0,815.756,3662.0,4.67,0.58,306.50933,36.215279,PC,-0.769637975655393,Gaia DR3 2057613488859014656
5897.01,TIC 305612552,6.9349089,3.234,14850.0,11.4838,906.0,112.177,5364.0,4.46,0.94,306.840001,14.618924,PC,0.5966932003232124,Gaia DR3 1804637681737745536
5899.01,TIC 126171392,0.7835688,1.095,7440.0,11.8563,1791.0,1710.79,5932.0,4.26,1.28,315.252899,29.702279,FP,0.10858545031961275,Gaia DR3 1846453620775134080
5900.01,TIC 224635135,2.4667486,2.984,7030.0,18.8159,1698.0,1380.7,5960.0,3.78,2.22,312.316702,22.04423,PC,-0.17200582298672584,Gaia DR3 1838969416918216960
5901.01,TIC 294173437,5.555905,3.459,3750.0,11.9323,1253.0,409.941,5867.0,3.88,1.95,300.768857,50.507747,FP,0.3145939307473192,Gaia DR3 2087935300831543936
5902.01,TIC 65737977,4.8292589,4.084,5930.0,13.6377,1606.0,1106.76,7035.0,4.18,1.67,310.511981,40.302572,PC,0.372233004284915,Gaia DR3 2064528725499724800
5903.01,TIC 60542708,2.4707357,1.597,5560.0,11.779,1198.0,343.055,5869.0,4.1,1.53,320.552366,13.129732,PC,-0.2555440320051199,Gaia DR3 1746971900334291840
5904.01,TIC 408317165,5.6567374,3.223,7790.0,13.5941,1156.0,296.507,5975.7,4.09,1.57,316.686735,3.185566,PC,-0.24321253949707555,Gaia DR3 1730435284108340480
5905.01,TIC 341299943,3.0233509,2.369,17150.0,11.3795,1049.0,201.365,4881.0,4.5,0.84,311.466288,13.840621,PC,0.33315286339047046,Gaia DR3 1761329598050642432
5910.01,TIC 273774284,17.2182695,7.888,4810.0,8.64247,1092.0,236.125,6330.0,4.31,1.29,297.982441,42.754529,FP,0.034447329518011605,Gaia DR3 2078472358314206080
5911.01,TIC 239361732,4.009823,4.015,7750.0,12.1613,1567.0,1001.22,6304.5,4.27,1.35,311.218561,42.893255,PC,0.31191081434317,Gaia DR3 2066888831509934976
5912.01,TIC 16538820,6.9038328,5.483,3790.0,14.2131,1266.0,426.677,5612.0,3.71,2.31,326.604379,25.113022,PC,0.22663213812590866,Gaia DR3 1799225400171344512
5913.01,TIC 289313987,10.1522322,6.614,9641.0,19.4581,1294.0,466.261,6509.0,4.0,1.92,314.865755,20.099913,APC,-0.009999999776482582,Gaia DR3 1837551214418483072
5914.01,TIC 187416256,4.3887257,3.243,5820.0,8.92241,1213.0,359.493,5561.0,4.32,1.13,321.897222,-8.352445,PC,0.4000000059604645,Gaia DR3 6897451365497945984
5915.01,TIC 329709756,12.5482879,3.396,49260.0,13.0082,481.0,8.90508,3923.0,4.66,0.59,314.751697,47.54196,FP,-0.6732291686546675,Gaia DR3 2163938496657649792
5916.01,TIC 305506996,2.3682389,1.866,48700.0,10.9197,735.0,48.4913,3504.0,4.75,0.49,325.299511,9.599053,PC,-1.0008226765667358,Gaia DR3 1741429438313012608
5917.01,TIC 239529652,4.0387941,3.537,5560.0,9.54371,1504.0,850.594,6345.0,4.31,1.31,300.806373,25.167467,PC,0.04218283056136313,Gaia DR3 1834733617107183232
5918.01,TIC 305790119,2.0353259,2.032,12030.0,11.6988,1420.0,675.543,5771.0,4.41,1.05,307.122227,14.563891,PC,0.4429328762592499,Gaia DR3 1804622769611048704
5919.01,TIC 165948070,4.3686174,2.943,3730.0,13.2129,1137.0,277.556,5393.0,3.76,2.13,317.15771,37.74979,PC,0.2808768522077624,Gaia DR3 1868848022629206656
5920.01,TIC 467006627,15.4159906,2.127,4500.0,10.5168,578.0,18.6278,6120.0,4.12,1.56,312.86048,2.616271,PC,0.14000000059604645,Gaia DR3 1730903091946790272
5922.01,TIC 364192929,5.2079858,3.795,8550.0,16.7817,1120.0,261.968,5204.1,3.88,1.79,319.530766,-4.447342,PC,-0.25148890527451745,Gaia DR3 6911770850887194112
5923.01,TIC 60491424,4.0252588,3.596,8980.0,13.4189,1429.0,692.888,6059.0,4.2,1.4,320.185603,16.654795,PC,-0.044132830199226175,Gaia DR3 1784704738514248960
5924.01,TIC 289125016,6.2043746,5.957,4380.0,14.9548,1530.0,911.223,6122.0,3.71,2.49,314.494487,19.27883,FP,-0.009999999776482582,Gaia DR3 1813419820406830592
5925.01,TIC 345193111,6.1606297,2.218,10230.0,11.9381,948.0,134.424,6352.0,4.42,1.14,313.764992,12.082556,PC,-0.09000000357627869,Gaia DR3 1757765531106021632
5926.01,TIC 372831381,3.8116176,1.997,6560.0,7.38288,987.0,157.644,5430.0,4.52,0.89,308.078444,15.503079,PC,0.2730679772347485,Gaia DR3 1804811095337195008
5927.01,TIC 163164300,3.7306955,3.657,6140.0,12.6264,1617.0,1136.26,6503.0,4.17,1.56,316.141663,34.34452,PC,0.2064747300422904,Gaia DR3 1866383707833637248
5928.01,TIC 387318409,3.246565,3.478,8870.0,12.5001,1643.0,1210.17,6277.0,4.29,1.32,315.179483,17.179357,PC,-0.40105796296571433,Gaia DR3 1764857415467849984
5929.01,TIC 92217989,4.6079976,3.148,7730.0,15.6586,1382.0,605.972,6662.0,4.08,1.79,302.637399,30.549164,PC,0.39731315770410625,Gaia DR3 2029898167986917248
5930.01,TIC 88266880,3.7984372,4.539,4500.0,11.9632,1743.0,1535.28,6289.0,3.95,1.94,304.053952,16.450619,PC,0.1899999976158142,Gaia DR3 1808683609660484480
5931.01,TIC 24833662,4.2447791,2.896,5800.0,9.6255,1253.0,409.43,5763.0,4.26,1.24,317.473506,-7.415145,PC,0.27309998869895935,Gaia DR3 6909261529129729536
5935.01,TIC 276704866,3.0200448,1.597,10640.0,13.0636,1008.0,171.551,5585.0,4.25,1.23,305.795833,48.419551,PC,0.2541657249280764,Gaia DR3 2083860377608279552
5937.01,TIC 158552665,21.0685273,3.007,15800.0,13.6234,502.0,10.5716,5403.0,4.36,1.06,287.542561,42.667453,PC,0.4497673646535546,Gaia DR3 2102562864229866240
5938.01,TIC 452508760,2.260431,2.098,2680.0,3.92152,1106.0,249.273,4452.0,4.54,0.74,303.908842,28.659226,PC,0.0,Gaia DR3 1837141272694055168
5940.01,TIC 296898634,2.8534013,5.176,15830.0,11.4232,1551.0,961.087,3662.0,4.72,0.52,312.075178,47.930643,FP,-0.8146836638568486,Gaia DR3 2167151849442014080
5941.01,TIC 303456821,11.0771916,4.091,1920.0,2.97165,747.0,51.7045,4738.0,4.64,0.69,308.581132,53.008814,PC,-0.05000000074505806,Gaia DR3 2181682690179948032
5942.01,TIC 166190643,1.6540803,2.008,3460.0,15.2145,1889.0,2118.23,6453.0,3.76,2.51,317.541024,38.239559,FP,0.3199999928474426,Gaia DR3 1868980754299048448
5943.01,TIC 63659057,15.7866044,6.116,6960.0,11.2628,975.0,150.132,6237.4,4.27,1.33,308.598081,37.717272,PC,0.20226951284650113,Gaia DR3 2063066894735117824
5944.01,TIC 88101924,5.9404096,2.479,15160.0,11.945,947.0,133.684,5933.0,4.5,0.97,303.74091,17.103875,PC,0.0795301687432336,Gaia DR3 1809886269222137728
5945.01,TIC 159104028,3.3825012,3.422,4430.0,9.00661,1553.0,967.25,6117.0,4.22,1.38,289.682998,42.611661,PC,0.08399160491703578,Gaia DR3 2102667867591435392
5946.01,TIC 366846982,5.754879,6.944,1820.0,12.52,1902.0,2173.06,6742.0,3.66,2.95,311.805966,47.323959,PC,0.39870232685152596,Gaia DR3 2166735581210921856
5947.01,TIC 331691841,6.9341584,1.937,510.0,2.15853,873.0,96.5124,5451.0,4.54,0.87,336.694607,18.583431,PC,0.05999999865889549,Gaia DR3 2738034573094368384
5948.01,TIC 419878932,7.9058861,0.867,2370.0,12.3664,548.0,15.0146,6294.0,3.88,2.1,337.695918,8.640146,APC,-0.42802698402144973,Gaia DR3 2711036820988104960
5949.01,TIC 64282927,1.8826035,1.712,337.0,1.40901,1236.0,387.637,4996.0,4.57,0.78,321.721228,53.639816,PC,0.0,Gaia DR3 2172941263501623680
5949.02,TIC 64282927,3.3751374,1.851,172.0,0.974713,1018.0,178.535,4996.0,4.57,0.78,321.721228,53.639816,PC,0.0,Gaia DR3 2172941263501623680
595.01,TIC 287329267,7.64348,2.772,560.0,6.82171,1007.0,170.804,6258.1,3.59,2.94,109.783542,-59.302042,FP,-0.09351836889982224,Gaia DR3 5485544840475249920
5951.01,TIC 154762431,3.1728284,1.777,360.0,3.27956,1539.0,932.329,6689.0,4.19,1.59,344.175427,43.887339,PC,-0.20737048951198797,Gaia DR3 1934743098810046464
5954.01,TIC 297153209,10.7004569,1.281,2409.0,13.1568,747.0,51.9069,6906.0,3.84,2.44,312.029841,43.938698,PC,-0.6521104547263372,Gaia DR3 2067039430242637440
5955.01,TIC 434116397,0.5902387,1.045052,518.7240999,1.6802901,1216.1685093,517.0065166,3844.0,4.6589,0.590924,355.467833,14.106803,PC,0.11999999731779099,Gaia DR3 2770944059921387648
5958.01,TIC 436764867,2.3062125,1.5098977,400.6390117,2.0651033,1352.7258275,791.3345542,5816.0,4.48945,0.963996,345.63745,24.24957,PC,0.009999999776482582,Gaia DR3 2842321468579214592
5959.01,TIC 199671901,4.4571444,6.1089711,7175.6801891,18.031156,1648.9928347,1747.4150659,6074.0,3.85122,2.09465,335.51292,45.457342,KP,0.23000000417232513,Gaia DR3 1962153854973972096
596.01,TIC 144956678,1.5136003,2.4400695,745.1393405,8.3090193,2781.4385255,14144.8668844,6017.0,3.55,2.93328,122.068635,-35.559433,FP,-0.23999999463558197,Gaia DR3 5544839617079204096
5960.01,TIC 188876052,3.076329,3.9016058,9490.8396842,14.2287485,1592.4951117,1519.96446,6401.79,4.23563,1.4311,343.041493,35.447178,KP,-0.017999999225139618,Gaia DR3 1891507552826485632
5961.01,TIC 262689575,1.617487,1.2809267,342.1852102,1.3134056,955.7638559,197.2074933,3900.68,4.5239,0.70171,349.216044,5.695887,PC,-0.28999999165534973,Gaia DR3 2664042942398600064
5962.01,TIC 239541449,1.9261183,1.068842,3853.8831363,4.8624405,1137.0548605,395.0450985,5383.13,4.7447,0.678984,341.769762,29.851994,FP,-1.5,Gaia DR3 1887706880428475520
5963.01,TIC 436478932,4.3226229,3.3699025,11939.7472843,15.1546943,1314.2372675,705.0438271,5924.0,4.21239,1.3475699,347.492802,18.39616,KP,-0.2199999988079071,Gaia DR3 2831084391023184128
5964.01,TIC 200606159,3.9816471,3.247,15590.0,14.4616,1270.0,431.951,5771.0,4.33924,1.14,339.474237,44.965228,PC,-0.09893193483661794,Gaia DR3 1982512068675148032
5965.01,TIC 405788729,4.2254748,4.8390265,1577.257225,7.6400361,1474.8087701,1118.0567499,5729.0,3.95931,1.75516,324.751784,62.94426,PC,0.7300000190734863,Gaia DR3 2216306483133164160
5966.01,TIC 404610583,3.5381039,2.441937,11844.6534836,12.0728557,1257.6993121,591.3277978,6084.0,4.45887,1.0424401,336.147609,16.878856,FP,-0.3953957950097101,Gaia DR3 2737201972209515392
5967.01,TIC 369532319,15.343585,3.901,1344.0,3.32532,743.0,50.6698,5758.0,4.45663,0.99,338.574347,33.823466,PC,0.03999999910593033,Gaia DR3 1901609418985807744
5968.01,TIC 431810418,753.822332,4.495,520.0,1.90769,1180.0,322.574,5940.0,4.42516,1.06,349.267516,31.353989,PC,-0.23999999463558197,Gaia DR3 1909748107132606080
5968.02,TIC 431810418,9.2152386,3.487,695.0,2.47478,956.0,138.746,5940.0,4.42516,1.06,349.267516,31.353989,PC,-0.23999999463558197,Gaia DR3 1909748107132606080
5969.01,TIC 91051152,7.9192605,2.5053873,21472.3061237,11.5285264,633.3727192,38.0328101,4302.0,4.5054,0.758608,349.622955,24.889277,KP,-0.15000000596046448,Gaia DR3 2841043011433969152
597.01,TIC 146208651,6.5224,2.63,844.574,8.46817,810.0,71.5773,4951.7,3.55,2.65,133.457963,-48.81268,FP,-0.12196079912009203,Gaia DR3 5328429065582037888
5970.01,TIC 431701493,3.0927595,2.2167204,29201.5223974,12.6473444,926.352806,174.0310286,4713.98,4.56492,0.750341,348.993046,31.462751,KP,0.12999999523162842,Gaia DR3 1909762228985058944
5971.01,TIC 160432093,3.9914012,4.2579634,8891.5603147,17.0087765,1634.7344157,1687.7566393,6528.05,4.0799,1.75165,322.75454,30.003448,PC,-0.0522175224499658,Gaia DR3 1850052940802763264
5972.01,TIC 420814525,3.5247546,2.958,17803.0,16.3776,1371.0,587.098,6052.0,4.34258,1.19,330.795022,18.884242,KP,-0.009999999776482582,Gaia DR3 1779546757669063552
5973.01,TIC 154353849,3.1643744,2.506,3842.0,6.79941,1403.0,643.751,6238.0,4.33794,1.23,342.559971,43.659987,PC,-0.1080067391019433,Gaia DR3 1935439776865267072
5974.01,TIC 354173595,1.7266943,0.9051433,1037.7815799,1.2127014,662.7454689,45.5940395,3487.0,4.85306,0.371684,349.765951,7.915601,PC,-2.6134883088496985,Gaia DR3 2664966085489407232
5975.01,TIC 376847633,373.0381637,15.3281375,2858.622379,8.4472776,577.1642659,26.2251959,6508.0,4.18652,1.54352,275.339308,69.370707,PC,-0.05260000005364418,Gaia DR3 2259876486802451968
5978.01,TIC 266023807,0.7394818,1.247372,153.5319003,1.3097748,1941.9263461,3360.8723448,5632.0,4.45734,0.977079,314.409442,22.192647,PC,0.05999999865889549,Gaia DR3 1838843969513496320
5979.01,TIC 137151335,4.7267257,3.014,283.0,1.45952,1190.0,333.088,5655.0,4.50815,0.92,291.418127,38.672312,KP,-0.156700000166893,Gaia DR3 2052747119115620352
5980.01,TIC 164652245,79.5839995,4.3996752,585.7148869,1.9748837,355.2207257,3.7628265,5391.0,4.61444,0.79137,284.05925,44.518373,KP,-0.2953999936580658,Gaia DR3 2106674071344722688
5981.01,TIC 120045750,7.0142458,2.6555328,1867.3179922,2.3954787,499.5920759,14.7225544,3721.0,4.703,0.539525,283.967767,39.062238,PC,-0.44140397743344456,Gaia DR3 2103202092801113472
5982.01,TIC 299087490,38.4787613,5.1869737,23972.8957136,12.5609376,214.0696563,0.4962968,5439.49,4.59877,0.810043,288.902283,49.370408,KP,0.0,Gaia DR3 2132666633603904256
5984.01,TIC 120692092,3.4130781,2.5787928,4017.8298399,5.5008027,1065.3350121,304.4148279,5410.0,4.53617,0.865985,285.930736,39.09812,KP,-0.11219999939203262,Gaia DR3 2100073393808483328
5985.01,TIC 272782368,2.4157665,2.1700812,242.4992335,1.5356382,1041.6319451,278.2134769,4837.0,4.55481,0.774575,238.153554,66.873296,PC,0.10999999940395355,Gaia DR3 1643091489147124864
5986.01,TIC 158657354,38.5835889,11.0403765,1501.2063653,6.8872276,754.4387662,76.5626552,6373.72,4.05962,1.74231,288.153973,44.068815,KP,0.3199999928474426,Gaia DR3 2103117666624517888
5987.01,TIC 284900292,48.7130843,4.8155571,1609.7433089,2.4883067,291.8663524,1.7149724,3943.0,4.6329,0.621798,260.979452,57.469309,PC,-0.4494490775089339,Gaia DR3 1432907673854215936
5988.01,TIC 377780790,0.8374997,1.9640812,248.9571168,2.0046235,1987.0783791,3684.5206378,5706.0,4.37,1.08974,285.679298,50.241484,KP,-0.11479999870061874,Gaia DR3 2132155017099178624
5989.01,TIC 154437244,6.8669657,3.8812584,796.5543815,3.5242338,1035.3989982,271.6138825,6173.0,4.44273,1.07955,126.102246,79.559644,PC,0.0,Gaia DR3 1139017733397755136
5990.01,TIC 29385858,700.9622566,6.2194192,456.5698347,2.2203819,522.1793937,17.5711392,5626.0,5.47131,1.00018,238.915233,40.137034,PC,-0.05000000074505806,Gaia DR3 1382931404334144128
5991.01,TIC 230064711,7.0893162,3.3795425,127.6112321,1.6279088,1077.1479991,318.1431068,5983.0,4.29138,1.24177,230.205817,67.167478,PC,-0.09000000357627869,Gaia DR3 1645587410605674112
5992.01,TIC 159054620,8.0276821,2.9574257,11271.5765812,11.980977,908.6681834,161.117342,5368.0,4.30215,1.12772,289.603838,46.31491,KP,0.30880001187324524,Gaia DR3 2127698215436676864
5993.01,TIC 27534138,28.5410557,10.6581231,1280.5898265,7.1843683,795.8922782,94.828344,6197.21,4.08307,1.64162,295.486582,51.013524,KP,0.15160000324249268,Gaia DR3 2135590578620605568
5994.01,TIC 63283780,7.9726644,2.5395549,3581.1493923,3.7927661,607.6515119,32.2210236,4564.61,4.68645,0.637495,292.50342,43.083219,KP,0.13269999623298645,Gaia DR3 2125864573640675968
5995.01,TIC 352011875,6.2468813,9.0400019,516.1273113,15.6817806,1082.7227478,324.7805755,4643.39,4.438,6.3787198,285.672903,44.116751,KP,0.3368000090122223,Gaia DR3 2105909326647414400
5997.01,TIC 39516274,5.655018,1.7818546,356.813695,1.5874236,730.2379204,67.2014321,4674.0,4.61121,0.704768,263.152578,33.570556,PC,-0.3700000047683716,Gaia DR3 4602034956332491264
5998.01,TIC 370907864,9.3380252,2.8573107,1771.5047592,3.093161,557.8740267,22.8910424,4066.0,4.52539,0.723481,292.576514,18.394928,PC,0.11999999731779099,Gaia DR3 4323318826122257408
5999.01,TIC 120317234,6.8834027,1.92,771.0,2.87691,852.0,87.7838,6133.77,4.32058,1.23,284.635189,40.71983,KP,0.15049999952316284,Gaia DR3 2103452266056715392
6000.01,TIC 259233660,0.4489589,0.7637477,674.8277016,1.015263,1022.913907,258.7481981,3419.0,4.84756,0.377509,292.606298,68.154592,PC,-0.125,Gaia DR3 2261062378812852992
6001.01,TIC 139104940,3.003901,3.8750477,10093.1737819,16.7208629,1590.5768607,1512.6541471,6052.0,4.1353,1.50633,295.307525,38.881572,KP,0.07311917012830421,Gaia DR3 2076166029596100224
6002.01,TIC 102734241,10.9048392,1.5530648,4030.7760993,1.5489482,296.3966212,1.8239545,3272.0,4.99712,0.242121,299.614252,32.28717,CP,-0.18000000715255737,Gaia DR3 2034047656176989952
6003.01,TIC 121731834,5.8599392,4.0842391,289.4487735,2.9189614,1287.6680247,649.7355768,6149.0,4.14765,1.5092,288.688722,41.151108,KP,0.16500000655651093,Gaia DR3 2102119176929154304
6004.01,TIC 48353358,9.8786838,1.8852042,1728.7453821,2.1083189,411.7798487,6.7948733,3759.27,4.86726,0.460619,283.62826,48.390808,KP,-0.18320000171661377,Gaia DR3 2131725447350716032
6005.01,TIC 123357864,16.1455898,4.5431711,919.5336262,3.563467,536.1746979,19.5319797,4816.0,4.59996,0.732995,281.482473,47.207826,KP,0.08100000023841858,Gaia DR3 2119583201145735808
6006.01,TIC 123309556,2.5080815,1.1724398,1292.7152523,2.6163105,986.1732636,223.5290118,4715.0,4.57812,0.739515,281.194732,47.497261,KP,0.2904999852180481,Gaia DR3 2119602202081351168
601.01,TIC 141363913,3.477756,1.999,1177.0,11.3342,1229.0,379.541,6221.0,3.53,3.1,129.462346,-43.042017,PC,0.029999999329447746,Gaia DR3 5523536304410914304
6010.01,TIC 199949052,0.5868508,0.494,1005.0,6.12033,1658.0,1255.21,5842.0,4.17,1.48,336.737635,45.971999,PC,-0.10999999940395355,Gaia DR3 1986153926065993088
6011.01,TIC 414019147,2.3179699,1.496,12009.0,14.5204,1010.0,172.957,5770.0,4.438,1.33,336.690787,57.434161,PC,0.15678295477618487,Gaia DR3 2007819252944404096
6012.01,TIC 432280671,16.2117629,5.3495584,3669.0022778,7.2826036,809.6830845,101.5736987,6119.0,4.35436,1.18343,355.02941,32.015761,PC,0.17000000178813934,Gaia DR3 2871325554528103424
6013.01,TIC 53728859,3.2573898,3.1400826,13770.1931364,12.3569361,1237.7606776,554.7122128,5698.38,4.40322,1.0461299,13.000916,34.728402,KP,0.12999999523162842,Gaia DR3 363702817083391232
6014.01,TIC 57984377,2.5199146,3.7121363,12429.3724559,17.7001932,1730.9375747,2121.5175266,6116.0,4.11132,1.56419,5.166954,31.989973,KP,0.20999999344348907,Gaia DR3 2862548428079638912
6015.01,TIC 288246496,4.304829,3.5311266,7531.4221197,13.8395402,1406.737585,925.4934848,6001.0,4.12263,1.51284,356.666714,31.155911,KP,0.023000000044703484,Gaia DR3 2868528637464028160
6016.01,TIC 327369524,4.0236805,3.71,8925.0,14.9702,1382.0,606.797,5807.0,4.06406,1.57,4.52396,59.766198,CP,0.2800000011920929,Gaia DR3 428360006379022592
6017.01,TIC 291751373,2.5079177,3.0652269,6997.4591212,14.717643,1839.3305452,2704.955558,6207.39,4.03891,1.72725,359.151972,36.212956,KP,-0.0689999982714653,Gaia DR3 2878641361300809856
6018.01,TIC 67881560,2.3322524,1.4407556,571.3138896,1.902342,1031.2997377,267.3379607,4983.53,4.65066,0.708945,9.347123,40.905168,PC,-0.27000001072883606,Gaia DR3 381205908327930880
6019.01,TIC 125520907,14.5478626,5.4881637,3222.8170072,12.189719,1013.8009423,249.6501113,5559.5,3.84,1.9794101,355.09135,35.94084,PC,0.05999999865889549,Gaia DR3 2879320137933766912
6021.01,TIC 291685334,2.0319883,3.4937463,12273.0056923,17.7163979,1869.4111277,2886.2922002,6161.0,4.1171,1.56523,358.515134,37.021824,KP,0.2759999930858612,Gaia DR3 2878923523472328704
6022.01,TIC 455947620,1.9281092,1.41745,107974.2359543,17.7947707,597.0685598,30.0343207,3264.0,4.8548,0.369847,340.001249,60.8235,PC,-1.5659597731449175,Gaia DR3 2201014337974289024
6022.02,TIC 455947620,1.5454492,2.7821528,4280.7714918,2.4829303,642.7614652,40.3385544,3264.0,4.8548,0.369847,340.001249,60.8235,PC,-1.5659597731449175,Gaia DR3 2201014337974289024
6026.01,TIC 396234347,1.2757761,1.313,230.0,1.28307,1211.0,357.418,4540.4,4.5,0.79,0.223191,35.752445,PC,-0.05000000074505806,Gaia DR3 2877050883371424768
6027.01,TIC 368678195,2.8406462,2.7440612,57872.8336091,24.2892126,1055.5743901,293.4109933,4389.0,4.24954,1.02903,12.740739,68.185903,PC,0.3569977835868464,Gaia DR3 526763312065766016
6028.01,TIC 250707118,5.7238582,3.8545141,8682.2466029,11.6470757,1164.2236638,434.1768781,6086.0,4.31517,1.23052,33.131092,51.778775,KP,0.14000000059604645,Gaia DR3 359058441314838528
6029.01,TIC 419523962,5.7998626,5.684,2387.0,11.022,1484.0,806.794,5852.0,3.64892,2.55,8.386256,61.860766,CP,0.3700000047683716,Gaia DR3 430269136520563200
603.01,TIC 262746281,16.1798603,6.495,2249.0,7.89958,942.0,131.122,5900.8,4.04,1.63,141.107854,5.766056,CP,0.12999999523162842,Gaia DR3 585634394426727680
