toi,tid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_eqt,pl_insol,st_teff,st_logg,st_rad,ra,dec,tfopwg_disp,fe_h,gaia_source_id
2086.01,TIC 230387153,41.7540004,4.491,820.0,2.75297,468.0,7.9761,5337.0,4.48036,0.91,285.921685,65.785672,PC,0.1225999966263771,Gaia DR3 2255228610635189248
2086.02,TIC 230387153,20.261655,2.9685197,612.9485468,2.4206095,598.3529678,30.2935939,5337.0,4.48036,0.914083,285.921685,65.785672,PC,0.1225999966263771,Gaia DR3 2255228610635189248
2088.01,TIC 441765914,124.72987,7.2967692,1781.9160024,3.5130935,292.6629465,1.7337719,4902.0,4.5026,0.831423,261.374894,75.88228,CP,0.33899998664855957,Gaia DR3 1656835487573730048
2089.01,TIC 341815197,49.9950015,5.109,1080.0,2.65286,434.0,5.92112,5274.27,4.61038,0.78,267.307163,54.415932,PC,-0.05999999865889549,Gaia DR3 1417332679330555008
209.01,TIC 52204645,4.3794298,1.6639354,969.6957616,2.3149088,845.782334,120.9359556,4892.0,4.50955,0.742779,19.394178,-66.903066,APC,-0.3700000047683716,Gaia DR3 4704688557356511872
2090.01,TIC 233721037,230.92212,15.8602661,284.9247434,3.6785805,459.2148716,10.5095659,6395.0,3.89312,2.1204,276.394048,64.636881,PC,0.03790000081062317,Gaia DR3 2256655639288088192
2091.01,TIC 219778329,177.2188871,5.5590645,294.429628,2.0323111,347.4769843,3.4452852,5809.0,4.33351,1.15025,263.852071,64.380132,PC,-0.029999999329447746,Gaia DR3 1440557392862024192
2092.01,TIC 393965778,4.3032437,2.202,650.0,2.66568,1042.0,195.793,5468.73,4.37458,1.05,212.547487,45.563868,PC,-0.19220000505447388,Gaia DR3 1505964178502982144
2093.01,TIC 402898317,53.8108713,4.2655099,965.1696621,2.2249096,337.4556203,3.0646979,4455.0,4.55621,0.730261,302.737523,70.869653,PC,0.019999999552965164,Gaia DR3 2251459209896210816
2094.01,TIC 356016119,18.7931749,1.09889,1844.6985474,1.7151271,297.7046646,1.8563658,3457.0,4.84825,0.376775,254.142533,70.027316,PC,-0.07100000232458115,Gaia DR3 1649377156604531712
2095.01,TIC 235678745,17.664866,2.7644951,736.3925122,1.2984859,351.2711274,3.5982457,3746.0,4.76979,0.463205,285.636524,75.418514,CP,-0.45239999890327454,Gaia DR3 2268372099615724288
2095.02,TIC 235678745,28.1722501,3.3983448,950.5653623,1.4475246,300.6575117,1.9311199,3746.0,4.76979,0.463205,285.636524,75.418514,CP,-0.45239999890327454,Gaia DR3 2268372099615724288
2097.01,TIC 279982557,1.7890217,1.9190564,391.6251669,1.6741803,1237.8242135,554.8261181,5264.0,4.59586,0.791524,297.393769,66.293958,FP,-0.2770000100135803,Gaia DR3 2248604224877067264
2099.01,TIC 230386397,19.5078657,4.603,1770.0,3.92839,780.0,61.4917,4316.0,4.56,0.71,285.786011,64.230256,FP,0.03269999846816063,Gaia DR3 2252876755263063296
210.01,TIC 141608198,9.0105414,1.8443264,4125.0713,2.1513682,345.2246743,3.3568205,3275.0,4.438,0.330146,88.96184,-73.985288,PC,-0.5809999704360962,Gaia DR3 4650160717726370816
2100.01,TIC 219436394,23.6573994,2.308778,1180.9350567,3.0681221,561.884745,23.5564568,5535.0,4.57126,0.846615,205.59347,76.647981,PC,-0.10000000149011612,Gaia DR3 1713192536602821376
2101.01,TIC 165527918,9.0753271,3.6156842,586.9172699,2.5831328,849.1403218,122.8680194,5619.0,4.44,0.997589,266.13371,54.090971,PC,0.07999999821186066,Gaia DR3 1416938611786587776
2102.01,TIC 289590465,6.7060238,1.6782365,542.9365808,2.12647,808.0950027,100.7791488,5292.0,4.58201,0.807811,253.442793,65.293961,PC,-0.05380000174045563,Gaia DR3 1635066737891844864
2103.01,TIC 160491359,2.6620728,1.7235054,220.9994213,1.2172175,1031.3932912,267.4349792,4884.0,4.54,0.799716,239.016918,73.07392,PC,0.07999999821186066,Gaia DR3 1702450239280035328
2103.02,TIC 160491359,20.2926468,3.7402567,319.9395199,1.7004976,524.0644631,17.826244,4884.0,4.54,0.799716,239.016918,73.07392,PC,0.07999999821186066,Gaia DR3 1702450239280035328
2104.01,TIC 367630162,3.2723118,1.815,464.0,1.46772,947.0,133.517,4907.0,4.62,0.72,151.612215,83.08784,PC,-0.23000000417232513,Gaia DR3 1146658793750549248
2104.02,TIC 367630162,5.904369,2.653,351.0,1.35959,846.0,85.3357,4907.0,4.62,0.72,151.612215,83.08784,PC,-0.23000000417232513,Gaia DR3 1146658793750549248
2104.03,TIC 367630162,15.1808746,2.808,689.0,1.86864,574.0,18.1396,4907.0,4.62,0.72,151.612215,83.08784,PC,-0.23000000417232513,Gaia DR3 1146658793750549248
2104.04,TIC 367630162,1.9803146,1.66,306.0,1.16969,1160.0,301.491,4907.0,4.62,0.72,151.612215,83.08784,PC,-0.23000000417232513,Gaia DR3 1146658793750549248
2104.05,TIC 367630162,9.56111,3.0128111,381.556764,1.6790876,643.7214903,40.5800926,4907.0,4.62,0.723757,151.612215,83.08784,PC,-0.23000000417232513,Gaia DR3 1146658793750549248
2105.01,TIC 156199502,15.9152686,1.1393111,652.5574248,2.2277479,561.0187018,23.4115602,4718.0,4.49012,0.821067,181.064438,83.438034,PC,0.20000000298023224,Gaia DR3 1720328951183843072
2106.01,TIC 393911494,0.6332593,0.8622011,1191.4597195,5.3027904,2032.1990726,4030.7512475,5590.0,4.45374,0.976212,207.178453,44.911752,FP,-0.009999999776482582,Gaia DR3 1502884377713937536
2107.01,TIC 446549906,2.45457,2.39,19250.0,14.183,1322.0,508.468,5565.0,4.45,0.97,286.796541,-58.696835,CP,0.1899999976158142,Gaia DR3 6633448311454447232
2109.01,TIC 392476080,0.67249,1.801,7890.0,15.7288,3053.0,14429.0,6647.0,4.12,1.7,253.186297,16.579915,CP,-0.046129105381149615,Gaia DR3 4558177980124887936
211.01,TIC 300293197,6.5638575,1.7124147,2132.1775602,7.6270781,1003.4097296,239.5709931,5873.97,4.35182,1.08871,110.279707,-68.578366,APC,-0.5600000023841858,Gaia DR3 5268755820751031296
2110.01,TIC 394029948,32.76639,6.089,500.0,3.20531,693.0,38.3962,6073.0,4.21,1.39,282.229631,78.568946,FA,-0.4399999976158142,Gaia DR3 2293304182907513088
2111.01,TIC 356235833,1.2680452,1.027,538.0,2.24707,1320.0,504.879,5477.0,4.46,0.95,260.096376,20.281856,FP,0.14000000059604645,Gaia DR3 4554798321902003584
2114.01,TIC 9828416,6.2099619,4.49,4090.0,14.369,1670.0,1293.02,6382.0,3.9,2.1,261.096395,33.205073,PC,0.11400000005960464,Gaia DR3 1333887756897562368
2116.01,TIC 422838133,5.309031,5.851,400.0,3.29096,1876.0,2058.62,6927.0,4.18,1.65,23.829473,72.936844,FP,-0.05999999865889549,Gaia DR3 534656328082308736
2117.01,TIC 279212407,28.6620782,4.351,2600.0,12.4971,921.0,119.851,6280.0,4.05,1.72,25.690461,65.895769,FP,0.20249227552698695,Gaia DR3 519150808954631040
2118.01,TIC 17416749,2.34483,1.417,370.0,4.2647,1367.0,580.577,6398.0,3.89,2.13,242.201,35.691135,FP,-0.09000000357627869,Gaia DR3 1330060219481975424
2119.01,TIC 236387002,7.2008611,2.03,50063.0,12.0629,491.0,9.67439,3606.0,4.74,0.5,244.429882,26.304211,CP,-0.10980000346899033,Gaia DR3 1303675097215915264
2120.01,TIC 389900760,5.7998189,1.014374,8567.3390223,2.6346124,354.6027378,3.7367095,3179.0,4.99978,0.240233,23.507315,65.513988,CP,0.12800000607967377,Gaia DR3 513299860904522752
2121.01,TIC 88996391,2.3195654,2.0259086,19508.6953576,12.4030722,953.6736208,195.4879901,4325.66,4.438,0.628365,263.944366,36.196492,APC,-0.02500000037252903,Gaia DR3 1342147666203453312
2122.01,TIC 311408969,3.5852284,3.0197224,16909.228538,14.5431829,1233.5328348,547.1719916,5852.0,4.40684,1.06725,264.27351,25.731147,KP,-0.05000000074505806,Gaia DR3 4593808272896243328
2123.01,TIC 105840719,10.3088372,3.473,1960.0,3.80877,809.0,71.1658,5432.0,4.56341,0.84,243.940883,17.023904,PC,0.07000000029802322,Gaia DR3 1198767948326201088
2124.01,TIC 159742538,3.5539283,3.6341388,9368.3887704,21.2028076,1761.6794429,2276.2950187,6184.0,3.9042,2.0085199,268.304336,37.21174,KP,0.3100000023841858,Gaia DR3 4609062308806929152
2125.01,TIC 116242971,5.0316347,5.265,4912.0,15.3999,1656.0,1248.65,6350.0,3.87,2.16,267.640491,36.570176,KP,0.3499999940395355,Gaia DR3 4608935250790855296
2126.01,TIC 116264089,1.306188,1.4177746,24746.2794438,16.758883,1443.2894048,1025.5021895,5489.0,4.59342,0.820181,268.029111,37.546327,KP,-0.20000000298023224,Gaia DR3 4609131509318715136
2127.01,TIC 21744120,5.5080682,2.6399995,21584.7573167,10.7299795,768.0533689,82.2406616,4790.0,4.58765,0.740113,256.346376,33.012325,KP,0.1281999945640564,Gaia DR3 1334573817793362560
2128.01,TIC 21832928,16.3413889,5.3764481,372.0970618,2.629079,777.2060824,86.231465,5991.11,4.37711,1.12506,256.9818,32.105303,CP,-0.07000000029802322,Gaia DR3 1334288219648212352
2129.01,TIC 101721385,4.627664,2.306,6190.0,14.3694,1581.0,1038.78,6727.6,4.22,1.55,260.116172,38.242168,KP,0.12700000405311584,Gaia DR3 1340497608486742400
213.01,TIC 234345288,23.5199045,3.222,1243.0,2.30502,500.0,10.453,4566.4,4.93,0.67,38.887291,-71.624247,PC,-0.11999999731779099,Gaia DR3 4644950166473815168
213.02,TIC 234345288,7.7565534,2.4341043,286.2558604,1.1359985,629.8978948,37.2050274,4566.4,4.93,0.672062,38.887291,-71.624247,PC,-0.11999999731779099,Gaia DR3 4644950166473815168
2130.01,TIC 320798691,5.0052605,4.9057646,7641.404098,13.6314528,1333.3240765,746.902456,6115.0,4.16703,1.46701,271.537672,26.426606,KP,0.10000000149011612,Gaia DR3 4583004815239650176
2131.01,TIC 27848472,1.8468345,2.565,13237.0,16.4012,1825.0,1845.3,6352.0,4.27,1.36,278.631741,35.661431,KP,0.0,Gaia DR3 2095108312831835648
2132.01,TIC 358516596,3.2440454,3.6774272,15011.9381969,21.0498466,1428.2108779,983.3097556,5703.0,4.16,1.38951,283.305449,24.127248,KP,0.25999999046325684,Gaia DR3 4534144923690481408
2133.01,TIC 39200363,3.8266587,2.0605848,1181.8154296,2.4536347,765.3931102,81.1071602,4175.0,4.54,0.716312,261.243831,32.798397,PC,0.15000000596046448,Gaia DR3 1333818968701222272
2134.01,TIC 75878355,9.2292078,2.817,1606.0,3.21883,690.0,37.6631,4406.0,4.50428,0.77,271.935501,39.072927,CP,0.1599999964237213,Gaia DR3 4610267648427698816
2134.02,TIC 75878355,95.8531625,5.024,5975.0,5.95763,356.0,2.69104,4406.0,4.50428,0.77,271.935501,39.072927,CP,0.1599999964237213,Gaia DR3 4610267648427698816
2135.01,TIC 76419763,2.7884723,2.9462464,14467.6854046,13.9432645,1377.4020358,850.6754194,5833.0,4.35385,1.12956,274.405533,36.621462,KP,0.10999999940395355,Gaia DR3 4606030169272920320
2136.01,TIC 336128819,7.8519082,1.6318726,3873.9591492,2.1705803,379.2777558,4.8904688,3384.0,4.87998,0.34388,281.176343,36.563132,CP,-0.07999999821186066,Gaia DR3 2096535783864546944
2137.01,TIC 23059280,14.1502269,3.8264451,41358.8663923,18.6317683,617.9412206,34.4595552,4882.0,4.45655,0.873952,274.143956,34.173012,APC,0.4879284980401107,Gaia DR3 4605117677701118208
2138.01,TIC 336267424,1.4821845,2.5956827,16269.2562793,27.5079498,2029.0310837,4005.675856,6835.31,4.37191,1.31284,281.6619,41.56002,FP,-0.17000000178813934,Gaia DR3 2104661316529883520
2139.01,TIC 308172249,1.4013784,1.7042715,19735.2001267,13.9977478,1403.6558119,917.4100949,4984.0,4.41028,0.934977,267.284885,29.879043,KP,0.41999998688697815,Gaia DR3 4596481632339898240
214.01,TIC 167415965,18.5537012,3.438,448.0,1.57606,623.0,25.0891,5346.2,4.6,0.8,99.458741,-70.931327,PC,-0.3799999952316284,Gaia DR3 5266722205277801984
214.02,TIC 167415965,9.695961,2.772,122.0,0.808552,794.0,66.2914,5346.2,4.6,0.8,99.458741,-70.931327,PC,-0.3799999952316284,Gaia DR3 5266722205277801984
2140.01,TIC 399860444,2.4706114,1.794486,14310.7159758,13.7703405,1363.7991993,817.5658193,5854.0,4.45,1.01613,286.808526,49.316421,KP,-0.04320000112056732,Gaia DR3 2131314401800665344
2141.01,TIC 287256467,18.2616878,3.434,971.0,2.85973,767.0,57.4643,5674.0,4.49483,0.94,258.762346,18.340345,CP,-0.11999999731779099,Gaia DR3 4548496986402688384
2142.01,TIC 44313455,9.3004351,2.3510062,1595.2088627,1.5550304,374.0815959,4.6279256,3472.0,4.86042,0.363966,267.046624,15.980109,PC,-3.5846344010772366,Gaia DR3 4501226503320682368
2144.01,TIC 428988981,37.3413179,5.227,824.0,2.16854,525.0,12.6376,5452.0,4.53224,0.88,350.25314,79.441782,PC,-0.07999999821186066,Gaia DR3 2283059483316155136
2145.01,TIC 88992642,10.2611329,7.369,1900.0,12.2521,1327.0,515.939,6202.0,3.63,2.78,263.758075,40.695043,CP,0.2849999964237213,Gaia DR3 1344163891352965632
2146.01,TIC 158916431,5.8924856,3.134,4530.0,17.4655,1853.0,1958.56,7272.0,4.0,2.13,269.989998,29.655175,FP,-0.19304711485445591,Gaia DR3 4584649753353926272
2147.01,TIC 341630071,26.2049782,5.8635323,5593.1821784,10.15497,733.1847347,68.292759,6115.0,4.25,1.3363301,155.641594,83.083724,PC,-0.2800000011920929,Gaia DR3 1146601241188708608
2148.01,TIC 233569098,23.48522,3.546,6020.0,14.0152,782.0,62.0856,5930.0,4.11,1.51,281.814167,64.806519,FP,0.04445768403133338,Gaia DR3 2253849475159101184
2149.01,TIC 1716467085,0.5842495,0.559,1041.0,5.50799,1645.0,1217.74,6020.0,4.18,1.34,285.596508,42.507414,PC,-0.31270836284239745,Gaia DR3 2104210688563323648
215.01,TIC 231912935,26.2851404,2.7692779,975.2076991,3.082863,592.4436342,29.1144876,5821.0,4.44094,0.96445,7.318008,-63.790623,PC,0.2199999988079071,Gaia DR3 4900600363827037184
2150.01,TIC 230267547,2.2263798,2.863,1270.0,6.51393,1877.0,2064.9,6446.3,4.03,1.84,264.591131,18.473875,FP,-0.07000000029802322,Gaia DR3 4550756551513003008
2152.01,TIC 395393265,3.3772835,3.6434514,7216.4961357,15.3058361,1745.8918919,2195.7879328,6688.0,4.11,1.73235,26.338972,77.790123,CP,0.18000000715255737,Gaia DR3 562109759036198272
2153.01,TIC 406855039,2.7180835,6.1842922,329.1728205,4.2423946,1888.9879062,3009.1075587,5668.0,3.76,2.1805999,274.87052,71.248626,FP,0.07959999889135361,Gaia DR3 2260501181206555264
2154.01,TIC 428787891,3.8240826,2.5172521,10096.1098633,16.0547024,1436.3420387,1005.8946259,6243.0,4.24,1.38719,71.028148,84.364265,CP,-0.019999999552965164,Gaia DR3 570653411060484480
2157.01,TIC 298495970,8.4249043,2.311,21600.0,15.0361,864.0,92.8193,5756.0,4.51,0.93,261.71771,25.84927,FP,-0.3489558100984048,Gaia DR3 4570820611494681984
2158.01,TIC 342642208,8.6007557,3.304,5090.0,10.7988,837.0,81.4989,5389.0,4.06,1.5,276.810053,20.526887,CP,0.36000001430511475,Gaia DR3 4525545299652540672
2159.01,TIC 270515566,10.0509704,6.129,8660.0,13.5943,1121.0,263.046,5844.0,4.16,1.41,264.45404,47.230289,APC,-0.8225784933008259,Gaia DR3 1363495509089066880
216.01,TIC 55652896,34.5059318,3.8206653,17387.9834231,10.4625162,448.7222169,9.5814512,5025.77,4.66348,0.801736,73.980013,-63.26033,CP,0.17269691824913025,Gaia DR3 4664811297844004352
216.02,TIC 55652896,17.3890454,2.6516541,2971.7532268,6.4840125,563.8759593,23.8921547,5025.77,4.66348,0.801736,73.980013,-63.26033,CP,0.17269691824913025,Gaia DR3 4664811297844004352
2160.01,TIC 284477310,2.2390502,1.64,490.0,2.73215,1401.0,640.033,6021.0,4.29,1.25,291.125974,56.881296,PC,0.2800000011920929,Gaia DR3 2141998360586355712
2161.01,TIC 366563452,1.5873866,1.51,110.0,1.09083,1294.0,466.553,5028.0,4.55,0.81,304.444709,77.166678,FP,0.17000000178813934,Gaia DR3 2290522860869280000
2162.01,TIC 284564230,12.9773004,4.391,997.0,7.75284,1740.0,1521.69,6610.0,4.14,1.66,291.524023,58.510182,FP,0.17000000178813934,Gaia DR3 2142573229072032128
2163.01,TIC 43429656,5.2132496,3.765,750.0,3.72907,1410.0,657.521,6318.0,4.2,1.47,261.440953,23.057031,PC,0.11999999731779099,Gaia DR3 4569032152755111168
2166.01,TIC 233680651,5.1354577,3.716,353.0,3.3405,1518.0,882.558,6515.0,3.97,1.99,260.30306,63.239282,PC,0.18000000715255737,Gaia DR3 1440382811031201024
2167.01,TIC 160162987,23.0531698,1.228,2940.0,9.12613,466.0,7.85406,5752.0,4.3,1.19,242.364094,84.491119,FP,-0.058731098081731825,Gaia DR3 1724019079708265088
2168.01,TIC 364075352,37.83633,5.713,8240.0,13.5094,833.0,80.1971,6641.0,4.38,1.26,306.223028,74.837343,FP,-0.20999999344348907,Gaia DR3 2276541406587684608
2169.01,TIC 8516795,8.2148505,3.839,3140.0,10.4375,1068.0,216.17,6183.0,4.0,1.81,279.170112,23.258619,PC,0.05999999865889549,Gaia DR3 4535299582687857920
217.01,TIC 260043723,3.1385875,3.541,584.0,4.70639,3201.0,17444.7,6278.0,4.08153,1.55,91.608698,-58.953703,FP,-0.22709999978542328,Gaia DR3 5494716691597142272
2170.01,TIC 154741689,9.2786686,4.577,527.0,2.23168,1097.0,240.688,6018.0,4.39,1.12,164.313856,89.086923,PC,0.3100000023841858,Gaia DR3 1152636941550345216
2173.01,TIC 293567206,0.6856225,0.751,723.0,3.35129,1968.0,2492.49,5829.0,4.41,1.06,145.799111,87.86853,FP,0.10999999940395355,Gaia DR3 1152410270355577472
2174.01,TIC 159815224,2.9601848,2.014,960.0,4.21067,1292.0,463.247,6069.0,4.24,1.33,268.823955,40.167475,PC,-0.5799999833106995,Gaia DR3 4611495047002895616
2175.01,TIC 405717754,4.4379727,4.7176624,16222.5125043,20.3565337,1414.0444235,944.8725135,5967.0,4.08,1.5696599,286.243446,50.040367,KP,0.03999999910593033,Gaia DR3 2133599775377340672
2176.01,TIC 123495874,7.8914271,4.2653156,9822.0002486,12.9299942,1042.3456808,278.9767986,5883.0,4.25,1.27992,282.629633,46.323281,KP,0.21439999341964722,Gaia DR3 2107114704928577792
2177.01,TIC 123233041,3.5224751,3.2804955,8602.325645,15.9014832,1566.7048126,1423.8679407,6179.0,4.11,1.5817,281.288134,42.451098,KP,-0.03999999910593033,Gaia DR3 2116730994965905280
2178.01,TIC 164892194,3.024111,2.7209657,7558.6411086,12.0899079,1509.6104781,1227.3844251,6041.0,4.22,1.36388,285.240829,46.668241,KP,0.3621000051498413,Gaia DR3 2107314266289095296
2179.01,TIC 237913194,15.1689723,2.0633315,7818.5475582,11.7952966,770.7126737,83.3855897,5713.0,4.34,1.12898,22.445812,-60.73991,CP,0.17392770946025848,Gaia DR3 4715813347286590080
2180.01,TIC 298663873,260.1740061,24.0527095,4747.959592,11.3192423,360.169028,3.9769164,5739.0,4.03,1.62762,277.94363,56.650679,CP,0.23999999463558197,Gaia DR3 2151078741786155008
2181.01,TIC 233068569,8.379057,2.899,2930.0,4.97002,846.0,85.2468,5574.0,4.51,0.91,270.558091,63.54963,PC,-0.15000000596046448,Gaia DR3 2160980913441629056
2182.01,TIC 268823307,3.5484481,4.5123025,7022.0056891,15.2165016,1678.3044553,1875.0117415,6295.0,4.03,1.78185,299.407034,44.035039,KP,0.05999999865889549,Gaia DR3 2079018300195390464
2184.01,TIC 176956893,6.9067868,6.6850674,1751.7778572,13.4176028,1676.0537927,1864.9741402,5731.8,3.65,3.1513801,100.833125,-66.947656,CP,0.10790000110864639,Gaia DR3 5280444557068991616
2185.01,TIC 355096431,7.2147718,4.0147754,8580.1836801,10.1239555,948.9016343,191.6045333,5440.3,4.4,1.08637,314.576665,-40.268633,PC,0.3127514425082726,Gaia DR3 6773750534938711040
2186.01,TIC 238171173,4.476922,2.971921,9095.8829177,14.3955457,1281.2166202,636.8120268,5772.2,4.4,1.37148,357.002336,-68.487698,PC,0.1475808855797702,Gaia DR3 6388458742619491328
2187.01,TIC 270472265,2.7492277,1.688,11250.0,12.683,1131.0,271.924,5344.0,4.4,1.14,96.940806,-79.409779,PC,-0.6494438983649562,Gaia DR3 5211106673759919872
2188.01,TIC 260797169,3.735051,2.4293974,8964.0239073,14.2690959,1368.9996875,830.1076146,5829.0,4.3,1.36818,347.94394,-69.85417,PC,0.016504552215337753,Gaia DR3 6381573154130013568
219.01,TIC 260609205,4.4617755,5.4532494,18854.6431909,31.9660922,1723.6509122,2086.0189812,6354.0,4.24472,2.23892,97.453898,-57.254816,FP,-0.22677084803581238,Gaia DR3 5495203195428412416
2190.01,TIC 389421473,5.3160704,4.3526595,14202.6126293,19.5006469,1273.3471283,621.3098726,5477.0,4.4,1.5522701,311.751171,-38.670656,PC,-0.06301642209291458,Gaia DR3 6681850363793862912
2191.01,TIC 262471759,4.0115394,2.2686483,14587.5117969,15.3487909,1235.4438742,550.5706841,5741.0,4.3,1.13908,313.40292,-36.821547,PC,0.019054565684740565,Gaia DR3 6778500115933513088
2192.01,TIC 277890574,6.2643442,3.8202596,10552.2490654,11.6261491,985.937996,223.3157822,5262.0,4.4,1.12916,353.281713,-76.819155,PC,0.28028979897499084,Gaia DR3 6377434729802003072
2193.01,TIC 401604346,2.1223673,1.5855365,8056.3340252,12.9814367,1596.3943994,1534.9059997,6079.0,4.33912,1.19653,313.691232,-72.80464,CP,0.1899999976158142,Gaia DR3 6373308503181838592
2194.01,TIC 271478281,15.3419095,2.736,683.0,1.7005,541.0,14.2526,4669.0,4.63,0.69,299.156339,-31.335181,CP,-0.3700000047683716,Gaia DR3 6748283784056800384
2196.01,TIC 372172128,1.1953968,1.5752293,1127.2344564,3.5030245,1720.8556767,2072.5203184,5728.0,4.4217,1.02917,312.340074,-70.485072,CP,0.10999999940395355,Gaia DR3 6375983988633147392
2197.01,TIC 389352124,4.954648,3.639,7357.0,13.0889,1386.0,612.686,6562.0,4.24,1.47,311.042756,-39.225486,KP,0.1476999968290329,Gaia DR3 6681720724498802176
2198.01,TIC 100566492,4.9549631,5.9565174,8236.2566801,18.4504689,1584.4693148,1489.5542795,6282.4,3.92936,1.99207,309.511234,-48.462083,KP,-0.03999999910593033,Gaia DR3 6482103014085857024
2199.01,TIC 369455629,3.3771114,2.4508029,4515.155077,8.6110106,1337.4811458,756.2609502,5614.86,4.21917,1.28017,311.673345,-41.820983,KP,0.33532166481018066,Gaia DR3 6677909439240233472
220.01,TIC 150098860,10.6953083,2.044,920.0,2.84818,796.0,66.8553,5272.71,3.98846,0.88,91.799699,-61.99721,CP,-0.17669999599456787,Gaia DR3 5481210874877547904
2200.01,TIC 142105158,2.9360281,2.118,6790.0,7.18912,1147.0,288.087,4983.6,0.2,0.83,98.783507,-72.456778,PC,0.14205245673656464,Gaia DR3 5265633242088573952
2201.01,TIC 219306934,1.3477642,1.112,762.0,6.61528,2547.0,6992.14,6252.0,4.19,1.47,316.66971,-57.577978,PC,0.14000000059604645,Gaia DR3 6456793527725297408
2202.01,TIC 358107516,11.9124942,3.7520869,19304.2778014,11.3754057,652.0656914,42.7254261,5064.0,4.53576,0.823883,51.228421,-73.957546,CP,-0.07000000029802322,Gaia DR3 4641274773980363520
2204.01,TIC 467971286,2.2250514,2.3678871,13144.590055,10.0926189,1188.0003255,470.7466523,5103.0,4.48023,0.883426,289.297427,-60.89176,KP,0.2092894812557774,Gaia DR3 6445881974332225536
2205.01,TIC 260298958,0.8891483,1.1970992,44722.5890994,14.8249782,1043.8317455,280.571145,3653.0,4.60969,0.649887,94.315682,-56.509859,FP,-0.3883107299098782,Gaia DR3 5496364210988165376
2206.01,TIC 381856447,1.7690121,1.0172953,10110.2139841,10.5045599,1073.1116296,313.4011658,4683.0,4.62,0.701795,322.253764,-58.836147,KP,-0.36000001430511475,Gaia DR3 6458529931463278848
2207.01,TIC 90850770,8.000489,4.6706895,4606.7419685,10.9709265,1178.0320316,455.1446051,6146.0,4.12,1.55738,307.596693,-44.887618,CP,0.019999999552965164,Gaia DR3 6675883485986480256
2208.01,TIC 38680052,0.6743453,0.9010413,103652.0705638,12.4716613,804.0969257,98.7994686,3228.0,4.90232,0.321846,65.528812,-61.36859,PC,-1.8076419536293873,Gaia DR3 4678187647067684992
2210.01,TIC 317089588,12.7846809,4.8533784,19658.0816662,11.7994875,675.6336681,49.2454527,5077.7,4.4,0.836244,347.462945,-79.699998,PC,-0.25240843740534885,Gaia DR3 6352703002442003200
2211.01,TIC 212253390,3.0911721,1.9714799,349.193899,1.666703,1057.0895356,295.0992437,5253.0,4.54958,0.834386,308.539086,-29.672613,CP,-0.14000000059604645,Gaia DR3 6796762076358897408
2212.01,TIC 280803917,5.1293855,2.8939597,9414.7547938,8.9112749,936.3411803,181.6592422,5116.3,4.45,0.920804,44.529245,-66.949285,PC,0.233567476272583,Gaia DR3 4647674859366932352
2213.01,TIC 406318573,5.179282,2.6320655,5746.9651279,9.3730831,1161.5074108,430.1391198,5784.0,4.3,1.21172,326.582729,-61.107837,PC,0.17094916524894224,Gaia DR3 6409854379903617280
2215.01,TIC 425561347,5.7772122,2.56341,1470.3821261,2.8693434,751.4597253,75.3605118,4882.7,4.6,0.729818,286.073121,-32.354279,CP,0.10999999940395355,Gaia DR3 6756796546685748864
2216.01,TIC 39018923,5.6807412,4.1093897,1892.9692302,6.2844217,1262.9460957,601.257159,6295.0,4.3,1.38612,12.074996,-68.439297,PC,-0.009999999776482582,Gaia DR3 4702811519209190016
2217.01,TIC 234330672,3.8300359,4.1744985,7753.4083536,11.7278481,1360.8170209,810.4382547,5916.0,4.3,1.3126301,35.750418,-71.457945,PC,0.120089091360569,Gaia DR3 4645187454827112192
2219.01,TIC 278138619,10.1688722,4.3884108,7366.339761,12.8424534,1022.940591,258.7751983,5161.7,4.3,1.3986,107.819578,-78.238464,PC,-0.5669538996963385,Gaia DR3 5211463190404899072
2220.01,TIC 150437346,1.3926549,2.0005269,7098.4535786,13.3635819,1792.5088851,2439.8676565,5615.0,4.39,1.2094899,97.320501,-65.337781,PC,0.03550000116229057,Gaia DR3 5284537244286207232
2223.01,TIC 273695332,6.9309657,5.2921448,6887.4200394,13.513657,1254.9567552,586.1868131,5847.0,4.3,1.59136,18.689893,-81.982165,PC,-0.18542459488421426,Gaia DR3 4630347312027956480
2224.01,TIC 388198242,0.5055105,0.648232,2269.199137,4.9709812,2138.6881512,4944.3687757,4996.3,4.5,1.01489,61.242969,-78.374681,PC,-0.08880885690450668,Gaia DR3 4626086498311592448
2226.01,TIC 403135192,0.9017685,0.635,958.0,4.77441,1280.0,446.986,5828.0,3.9,1.36,333.559598,-59.568325,PC,0.12999999523162842,Gaia DR3 6411016151376518144
2227.01,TIC 405425498,4.2217717,2.561,594.0,2.81922,1164.0,305.107,5763.48,3.99846,1.21,337.517756,-67.850146,APC,0.05999999865889549,Gaia DR3 6385929006882225024
2227.02,TIC 405425498,11.5472009,1.0326107,663.4411526,3.1457403,879.5749032,141.4530508,5763.48,3.99846,1.20847,337.517756,-67.850146,APC,0.05999999865889549,Gaia DR3 6385929006882225024
2228.01,TIC 61733521,3.36296,2.594,750.0,2.69668,1257.0,414.8,5420.0,4.5,0.9,289.018075,-46.480756,FP,0.25,Gaia DR3 6663455087584688000
