,koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,koi_smet,ExoplanetCandidate
4534,208.18711785,2.5404,394.7,1.99,307.0,2.1,5780.0,4.438,1.0,0.0,0
4535,0.93198504,2.0472,326.6,17.72,1647.0,1734.47,5470.0,4.509,0.777,-0.58,0
4536,0.60818508,0.909,144.7,96.03,2298.0,6637.9,5981.0,4.372,1.043,-0.28,0
4537,5.38613715,1.943,169.3,0.86,846.0,121.37,5516.0,4.669,0.656,-0.84,1
4538,13.2965044,5.68,133.4,0.88,488.0,13.42,4352.0,4.671,0.613,-0.2,1
4539,21.8420304,3.843,79.5,2.01,1016.0,251.46,6194.0,3.813,2.241,-0.38,1
4540,1.65320144,1.525,132.1,0.74,1059.0,296.8,4544.0,4.609,0.661,-0.22,0
4541,3.37487541,3.085,53.8,0.75,1287.0,649.96,6181.0,4.464,1.006,-0.14,0
4542,0.962825082,2.8464,118.1,5.18,3265.0,26811.24,4898.0,3.212,4.928,0.07,0
4543,309.494217,13.716,292.0,2.79,399.0,6.01,6908.0,4.085,1.614,-0.56,0
4544,0.876850385,1.534,59.2,1.35,2543.0,9858.55,6102.0,4.069,1.756,0.16,1
4545,24.2382519,2.703,465.5,2.19,597.0,29.92,5763.0,4.527,0.904,0.02,0
4546,24.2416103,5.137,323.4,1.61,596.0,29.92,5763.0,4.527,0.904,0.02,0
4547,413.51856,10.395,391.1,1.96,254.0,0.98,6031.0,4.45,0.992,-0.14,1
4548,20.7106368,2.693,142.5,1.12,626.0,36.18,5631.0,4.478,0.901,-0.12,1
4549,69.3788597,3.807,530.4,2.07,421.0,7.4,5806.0,4.529,0.874,-0.18,0
4550,29.3493852,4.313,659.2,2.02,451.0,9.81,4987.0,4.613,0.722,-0.12,1
4551,3.43633133,0.675,473.5,1.44,945.0,188.22,5201.0,4.616,0.651,-0.84,1
4552,449.57274,9.328,221.4,3.08,333.0,2.89,5691.0,3.842,2.079,-0.22,0
4553,245.059374,9.549,165.0,1.63,356.0,3.81,6036.0,4.127,1.265,-0.86,0
4554,142.703888,5.808,225.5,1.95,440.0,8.88,6701.0,4.326,1.289,-0.02,1
4555,3.38080537,3.275,200.9,1.69,1362.0,814.73,6072.0,4.343,1.193,0.14,1
4556,10.4716194,4.512,123.9,1.74,1035.0,271.12,5812.0,4.083,1.574,0.14,1
4557,11.49500229,7.602,51.4,1.53,1105.0,351.79,6033.0,3.985,1.788,-0.1,1
4558,0.708726708,0.753,313.6,0.92,1302.0,684.35,4607.0,4.733,0.515,-1.36,0
4559,283.72675,15.49,84.6,1.18,341.0,3.2,6496.0,4.301,1.257,-0.18,0
4560,373.60683,8.752,534.8,2.5,271.0,1.28,6184.0,4.448,1.038,-0.06,0
4561,6.78788113,2.26,73.1,2.44,1679.0,1875.92,6537.0,3.76,2.829,-0.02,1
4562,5.47455167,3.71,73.2,1.4,1155.0,419.95,5611.0,4.19,1.312,0.14,1
4563,3.43861067,1.264,46.8,1.01,1348.0,779.48,5383.0,4.112,1.401,0.16,1
4564,4.8754765,1.902,39.6,0.8,1180.0,458.62,5513.0,4.179,1.286,0.07,1
4565,4.29388808,3.618,110.6,1.68,1532.0,1302.16,6615.0,4.173,1.574,0.04,0
4566,13.5437884,5.7076,6608.7,32.21,658.0,44.22,5463.0,4.582,0.794,-0.14,0
4567,65.6491001,7.298,983.9,2.52,390.0,5.48,5436.0,4.573,0.819,0.0,1
4568,25.1593389,5.198,358.1,1.76,619.0,34.7,5973.0,4.506,0.935,-0.1,1
4569,10.5071781,2.68,271.8,1.41,737.0,69.76,5290.0,4.46,0.865,-0.1,1
4570,31.7787564,8.093,262.0,1.5,564.0,23.96,5638.0,4.391,0.928,-0.42,1
4571,5.4398033,3.256,85.5,1.0,1112.0,361.47,6108.0,4.43,1.08,0.12,1
4572,1.332568744,3.755,24.1,0.58,1941.0,3346.25,6620.0,4.411,1.081,-0.44,0
4573,9.0194714,5.92,191.6,1.07,789.0,91.74,5775.0,4.59,0.768,-0.52,1
4574,8.8493948,6.928,43.8,0.82,978.0,216.18,6095.0,4.349,1.11,-0.16,1
4575,51.567801,5.514,210.1,1.3,433.0,8.3,5285.0,4.467,0.876,0.0,1
4576,16.4491515,6.696,70.9,2.75,1036.0,272.9,5334.0,3.712,2.789,0.32,1
4577,0.428046051,0.776,126.0,0.87,2017.0,3877.26,5285.0,4.566,0.775,-0.18,1
4578,0.814278961,2.087,72.0,0.76,1762.0,2284.94,5537.0,4.539,0.886,0.18,0
4579,19.254536,4.754,186.0,1.32,625.0,36.02,5668.0,4.545,0.868,-0.02,1
4580,2.1890751,2.365,94.8,0.87,1399.0,906.2,6077.0,4.526,0.891,-0.34,0
4581,384.6961,6.167,787.0,1.78,157.0,0.14,4228.0,4.64,0.623,-0.12,1
4582,2.42649862,2.014,29.2,0.75,1638.0,1705.27,6033.0,4.176,1.316,-0.32,0
4583,8.80854183,34.7564,174.7,2.69,1000.0,236.05,6017.0,4.3,1.21,0.04,0
4584,219.74735,22.48,190.4,3.24,427.0,7.82,5127.0,3.602,2.38,-0.56,0
4585,19.7639874,12.319,51.3,1.19,900.0,155.45,6195.0,4.072,1.617,-0.12,0
4586,6.05919881,1.365,154.2,1.21,976.0,214.55,5734.0,4.462,0.962,0.04,1
4587,7.5143967,4.865,36.3,0.96,1199.0,488.52,6206.0,4.159,1.573,0.22,1
4588,33.1981761,4.709,336.7,3.21,678.0,49.9,5570.0,4.066,1.548,0.16,1
4589,5.32784157,4.696,87.2,0.86,1023.0,259.32,5638.0,4.391,0.928,-0.42,1
4590,71.05457555,1.9162,4853.2,5.91,390.0,5.45,5290.0,4.46,0.865,-0.1,1
4591,20.5512722,4.639,191.2,1.64,607.0,32.01,5401.0,4.464,0.918,0.12,1
4592,31.827649,1.639,520.0,4.98,668.0,47.21,4774.0,3.838,1.954,0.38,1
4593,7.5861587,4.32,116.8,1.07,928.0,175.29,5934.0,4.444,0.871,-0.8,1
4594,0.824000125,0.855,183.1,0.42,746.0,73.09,3396.0,4.991,0.28,-0.1,1
4595,0.772152075,1.78,43.6,4.44,2966.0,18277.6,5951.0,3.787,2.08,-0.8,0
4596,42.049523793,2.1372,607.9,1.19,303.0,2.0,4281.0,4.761,0.48,-1.18,1
4597,1.08469871,4.077,124.0,1.11,1757.0,2247.25,5942.0,4.506,0.938,-0.06,0
4598,6.60180003,2.624,213.4,1.25,875.0,138.25,5591.0,4.559,0.86,0.07,1
4599,3.19938075,1.761,76.1,0.62,1026.0,262.08,5483.0,4.632,0.702,-0.56,1
4600,3.04185157,1.434,69.0,0.71,1184.0,465.54,5802.0,4.537,0.857,-0.24,1
4601,5.660274452,0.9077,414.1,11.02,950.0,192.77,5615.0,4.478,0.842,-0.44,0
4602,1.23512429,4.22,15.2,0.38,1642.0,1722.78,5798.0,4.507,0.941,0.1,0
4603,1.381257093,1.125,92.3,1.1,1728.0,2110.47,5861.0,4.385,1.131,0.38,0
4604,1.89873195,1.382,78.0,0.93,1524.0,1279.95,5942.0,4.439,1.05,0.18,1
4605,11.39110963,2.749,593.4,1.9,632.0,37.65,4999.0,4.587,0.76,0.06,1
4606,2.41810158,2.144,46.8,0.85,1602.0,1555.96,6258.0,4.307,1.239,0.0,1
4607,7.13044117,2.566,31.9,1.18,1400.0,908.79,6312.0,3.964,2.074,0.1,1
4608,33.4203001,5.307,436.6,2.46,581.0,27.02,5731.0,4.372,1.066,0.08,1
4609,58.3437362,22.482,1266.8,93.55,779.0,87.03,5896.0,3.65,3.006,-0.06,0
4610,1.070982122,1.255,43.4,0.98,2122.0,4811.39,5717.0,4.109,1.433,-0.06,0
4611,18.0939004,3.294,467.3,1.91,665.0,46.21,5904.0,4.543,0.867,-0.24,1
4612,34.9524256,1.717,677.0,21.74,429.0,8.02,4921.0,4.591,0.779,0.3,1
4613,23.81578356,3.7591,4856.7,8.4,560.0,23.2,5561.0,4.572,0.818,-0.12,0
4614,31.1748311,3.79,200.2,1.31,585.0,27.62,6086.0,4.511,0.921,-0.26,1
4615,0.474811162,1.169,205.2,1.28,2206.0,5603.32,5799.0,4.539,0.878,-0.1,0
4616,47.0568476,5.2232,1531.2,2.84,411.0,6.72,5288.0,4.613,0.74,-0.24,1
4617,367.73299,10.158,503.9,2.1,266.0,1.19,6225.0,4.481,0.931,-0.48,0
4618,15.1516409,5.105,191.5,1.38,736.0,69.25,5780.0,4.438,1.0,0.0,1
4619,7.4213444,2.361,315.9,1.73,953.0,195.23,6032.0,4.485,0.973,-0.06,1
4620,0.743495989,2.255,172.8,11.82,1617.0,1612.65,5345.0,4.639,0.686,-0.54,0
4621,1.405887031,1.184,216.0,0.95,1086.0,329.99,4440.0,4.618,0.653,-0.16,0
4622,17.7412303,4.816,144.7,1.14,684.0,51.69,5817.0,4.491,0.956,0.08,1
4623,2.63527677,1.997,70.4,0.76,1136.0,394.32,5215.0,4.496,0.864,0.14,1
4624,1.45728997,3.582,71.3,0.93,1665.0,1818.19,6063.0,4.476,1.012,0.07,0
4625,147.388124,8.781,909.2,3.03,356.0,3.78,6046.0,4.478,1.007,0.07,1
4626,4.11497357,3.025,154.1,1.17,1137.0,395.27,6011.0,4.507,0.927,-0.18,1
4627,1.245331397,2.566,38.1,1.61,2678.0,12115.45,6106.0,3.781,2.477,-0.06,0
4628,1.52593737,1.958,159.1,1.39,1697.0,1963.41,6184.0,4.448,1.038,-0.06,0
4629,8.21429932,3.099,70.7,1.66,1312.0,701.11,6277.0,3.951,1.869,-0.3,0
4630,1.54945486,6.698,21.8,1.34,3006.0,19304.93,7382.0,3.838,2.804,0.18,0
4631,8.42943991,2.441,89.1,1.19,1029.0,265.39,6353.0,4.375,1.132,-0.14,0
4632,10.60052083,4.509,60.9,1.09,987.0,224.28,6035.0,4.212,1.303,-0.16,1
4634,21.8634638,3.542,871.0,2.37,551.0,21.77,5383.0,4.587,0.789,-0.1,1
4635,86.4392931,6.534,1175.1,35.31,442.0,8.99,6208.0,4.454,1.024,-0.12,0
4636,63.3354719,3.651,983.0,1.18,202.0,0.39,3526.0,4.866,0.383,-0.08,1
4637,14.77820911,5.395,10774.0,44.48,809.0,101.07,6258.0,4.442,1.046,-0.12,0
4638,15.60862948,6.6957,34356.0,39.42,648.0,41.71,5569.0,4.566,0.829,-0.08,0
4639,389.14115,7.93,347.4,1.67,250.0,0.92,6043.0,4.505,0.894,-0.4,0
4640,365.78863,12.76,885.0,2.21,215.0,0.5,5407.0,4.585,0.752,-0.34,0
4641,2.4826619,2.115,37.0,0.8,1619.0,1627.36,6356.0,4.292,1.225,-0.18,0
4642,2.17811908,1.468,74.0,0.8,1412.0,938.51,6039.0,4.505,0.921,-0.24,0
4643,1.11205787,1.459,118.7,1.02,1799.0,2484.64,6098.0,4.488,0.932,-0.32,0
4644,224.447413,4.986,651.0,2.05,260.0,1.08,5489.0,4.574,0.798,-0.16,0
4645,7.5019743,2.582,248.0,1.19,709.0,59.73,4807.0,4.546,0.758,0.04,1
4646,21.8660922,2.03,301.6,1.88,730.0,67.15,6309.0,4.402,1.077,-0.18,0
4647,5.09506,5.73,23.6,2.14,2247.0,6030.14,6700.0,3.48,4.146,-0.1,0
4648,29.1206519,2.89,415.5,1.6,528.0,18.43,5671.0,4.582,0.788,-0.34,1
4649,0.689967868,1.1688,122.9,0.78,1539.0,1336.82,4872.0,4.615,0.726,0.1,1
4650,1.89132292,5.607,16.0,0.9,2799.0,14532.55,8482.0,4.089,2.106,0.07,0
4651,6.91261536,2.359,34.4,0.64,981.0,218.66,5761.0,4.383,1.044,0.0,1
4652,25.8616058,7.78,123.0,1.12,613.0,33.37,6067.0,4.524,0.884,-0.38,1
4653,0.918420801,3.533,56.7,1.14,2374.0,7502.5,6210.0,4.166,1.434,-0.12,0
4654,0.573709256,1.4932,131.2,7.05,4415.0,90258.45,5261.0,3.13,5.769,-0.56,0
4655,13.8353959,4.961,818.0,3.78,809.0,101.05,6020.0,4.403,1.057,-0.06,1
4656,18.9060921,4.125,375.6,0.87,336.0,3.03,3751.0,4.813,0.45,-0.24,1
4657,25.6970688,3.739,835.0,3.83,658.0,44.24,6020.0,4.403,1.057,-0.06,1
4658,46.9434911,1.368,100.7,1.57,669.0,47.27,6253.0,4.102,1.55,-0.18,0
4659,19.5906103,6.745,297.0,2.64,819.0,106.48,5794.0,4.118,1.496,0.14,1
4660,8.23983041,5.619,251.0,2.35,1093.0,338.17,5794.0,4.118,1.496,0.14,1
4661,6.07855,3.408,102.7,1.14,1115.0,365.15,6119.0,4.346,1.114,-0.18,1
4662,427.65334,11.17,157.1,1.97,284.0,1.53,5325.0,4.004,1.565,-0.06,0
4663,412.041857,5.572,1959.0,3.77,217.0,0.52,5485.0,4.556,0.867,0.21,0
4664,2.131660527,1.8585,32.2,0.56,1438.0,1010.45,5849.0,4.426,0.997,-0.08,1
4665,5.75902182,2.687,70.8,0.91,1112.0,362.12,6247.0,4.433,1.066,-0.06,1
4666,0.903763067,0.562,267.5,1.08,1254.0,585.15,4430.0,4.616,0.651,-0.18,1
4667,0.9628348,2.259,92.8,0.81,1648.0,1734.83,5559.0,4.554,0.838,-0.06,0
4668,5.66494448,4.173,46.0,0.78,1134.0,390.59,5888.0,4.269,1.13,-0.38,1
4669,1.57017249,2.257,158.4,0.82,1232.0,543.06,5300.0,4.66,0.66,-0.62,0
4670,0.566798364,3.172,38.6,0.66,2272.0,6280.34,5864.0,4.411,1.04,0.04,0
4671,3.22452656,5.156,57.5,24.48,4883.0,134353.84,3857.0,1.338,34.674,0.14,0
4672,1.89127438,4.491,32.3,2.03,3342.0,29488.85,7919.0,3.663,3.46,-0.2,0
4673,1.33256944,3.89,20.6,0.46,1624.0,1636.72,5655.0,4.431,0.998,0.14,0
4674,66.6504521,5.744,536.9,1.56,308.0,2.14,4550.0,4.627,0.679,0.0,1
4675,55.7002642,4.285,332.7,1.18,309.0,2.14,4267.0,4.608,0.67,0.12,0
4676,3.54553077,4.143,119.2,1.62,1448.0,1039.47,5794.0,4.118,1.496,0.14,1
4677,85.0624157,4.6964,41901.0,21.26,355.0,3.74,5223.0,4.52,0.875,0.34,1
4678,10.882416555,5.4674,16630.0,29.69,632.0,37.81,4946.0,4.57,0.715,-0.28,0
4679,25.19830439,5.1942,73834.0,46.14,604.0,31.54,5955.0,4.534,0.883,-0.24,0
4680,14.3196417,3.781,215.5,2.06,850.0,123.37,5562.0,4.151,1.373,0.16,1
4681,0.50727675,2.32,214.7,1.7,2449.0,8524.12,5970.0,4.399,1.143,0.46,0
4682,5.2736268,5.291,86.1,0.89,1014.0,249.68,5851.0,4.515,0.918,-0.04,1
4683,24.5041103,6.065,119.5,1.03,574.0,25.59,5250.0,4.404,0.962,0.2,1
4684,1.316398648,1.169,182.5,1.09,1374.0,842.93,5088.0,4.508,0.806,-0.06,0
4685,419.4596,13.53,131.8,2.1,303.0,2.0,5248.0,3.886,1.869,-0.08,0
4686,9.97202023,1.425,329.7,1.26,627.0,36.53,4810.0,4.584,0.696,-0.26,1
4687,14.2005007,5.232,80.6,13.28,843.0,119.41,6332.0,4.406,1.065,-0.24,0
4688,1.318347743,0.871,113.2,1.23,1861.0,2827.4,6143.0,4.351,1.121,-0.12,0
4689,5.5834987,2.484,87.4,1.41,1317.0,711.41,6517.0,4.241,1.375,-0.16,0
4690,1.12401084,3.052,43.6,0.61,1719.0,2058.79,5941.0,4.519,0.911,-0.14,0
4691,1.21374652,3.371,28.9,0.59,1880.0,2945.61,6238.0,4.407,1.049,-0.22,0
4692,5.24970432,2.746,61.9,0.67,954.0,195.3,5528.0,4.499,0.853,-0.2,1
4693,45.4333769,6.351,905.8,2.23,315.0,2.34,4371.0,4.712,0.559,-0.54,0
4694,40.3511707,3.97,533.5,1.88,479.0,12.46,5665.0,4.568,0.82,-0.2,1
4695,72.9332762,3.829,770.4,2.45,389.0,5.44,5316.0,4.47,0.902,0.14,1
4696,56.6746666,5.516,883.1,4.01,522.0,17.59,5541.0,4.189,1.295,0.14,1
4697,63.9005941,8.2789,17097.0,25.91,353.0,3.68,5204.0,4.63,0.634,-0.96,0
4698,12.6878176,4.262,293.0,2.16,851.0,123.89,6258.0,4.442,1.046,-0.12,1
4699,483.36405,15.61,285.4,1.27,202.0,0.39,5700.0,4.626,0.718,-0.68,1
4700,16.2951259,3.678,197.9,1.15,574.0,25.59,4915.0,4.512,0.812,0.16,1
4701,18.173045009,10.9113,69911.0,24.39,650.0,42.19,5799.0,4.548,0.86,-0.16,0
4702,14.12678065,5.9303,7647.4,31.13,670.0,47.56,5656.0,4.583,0.784,-0.34,0
4703,358.56462,11.64,170.2,0.99,219.0,0.55,5375.0,4.531,0.752,-0.56,0
4704,12.0729757,3.783,99.5,1.69,969.0,208.13,5436.0,3.993,1.707,0.2,1
4705,1.337561836,1.575,41.0,1.11,2322.0,6870.94,6406.0,4.056,1.715,-0.08,0
4706,2.23755641,2.089,101.1,0.93,1397.0,897.8,6026.0,4.505,0.924,-0.22,0
4707,82.401274,6.48,430.7,2.21,421.0,7.42,5886.0,4.472,1.0,0.16,1
4708,11.91256675,6.126,123.1,2.61,1242.0,562.27,6337.0,3.893,2.335,0.16,1
4709,4.08197713,2.943,26.2,0.6,1372.0,836.88,6538.0,4.339,1.156,-0.4,1
4710,1.035268597,0.5663,112.2,1.34,2136.0,4922.79,6332.0,4.311,1.205,-0.12,0
4711,359.3259,9.836,246.2,3.6,410.0,6.69,6570.0,3.902,2.27,-0.08,0
4712,0.566805268,3.721,35.7,0.65,2492.0,9052.02,6403.0,4.418,1.086,-0.18,0
4713,0.912179022,1.332,144.6,0.65,1025.0,260.05,3880.0,4.722,0.555,0.14,1
4714,12.27057043,3.002,295.5,1.67,811.0,102.25,6075.0,4.486,0.969,-0.12,1
4715,13.2274753,6.356,229.8,1.94,867.0,133.34,6269.0,4.405,1.155,0.21,1
4716,76.87935893,2.3819,21272.0,7.71,202.0,0.4,3638.0,4.828,0.436,-0.06,1
4717,0.559517155,0.596,57.9,1.04,2762.0,13839.66,6462.0,4.266,1.309,-0.18,0
4718,13.0151826,3.613,331.6,1.36,556.0,22.6,4794.0,4.622,0.643,-0.5,1
4719,29.47316279,6.4327,12568.0,48.98,565.0,24.07,5838.0,4.529,0.897,-0.08,0
4720,0.580725004,2.071,105.2,0.85,1939.0,3355.68,5471.0,4.53,0.841,-0.08,0
4721,1.94468659,18.22,455.5,69.59,3334.0,29219.04,7894.0,3.644,3.521,-0.24,0
4722,7.28116667,2.716,333.8,1.4,744.0,72.16,5008.0,4.572,0.788,0.18,1
4723,383.10017,8.8,579.4,2.18,248.0,0.9,6011.0,4.522,0.902,-0.24,0
4724,2.87998334,1.658,116.5,0.85,1024.0,260.79,4951.0,4.523,0.806,0.14,1
4725,0.605556082,1.2399,101.7,0.86,2120.0,4796.94,6123.0,4.556,0.846,-0.5,0
4726,4.36125889,2.174,189.2,1.2,1000.0,236.01,5520.0,4.544,0.873,0.14,1
4727,21.08678557,0.978,499.6,2.08,651.0,42.44,6084.0,4.542,0.863,-0.44,1
4728,1.19087362,1.785,67.5,0.73,1489.0,1165.78,5158.0,4.464,0.888,0.18,0
4729,1.06484622,3.287,42.4,0.72,2034.0,4059.63,6445.0,4.417,1.087,-0.22,0
4730,0.969824139,0.783,23.1,0.49,1839.0,2709.67,5780.0,4.438,1.0,0.0,0
4731,190.60563,14.33,153.6,1.6,386.0,5.25,6200.0,4.214,1.287,-0.34,0
4732,5.19206571,3.716,66.6,0.99,1170.0,442.55,6322.0,4.426,1.075,-0.12,1
4733,449.01499,12.58,94.2,1.04,258.0,1.04,6031.0,4.368,1.068,-0.22,1
4734,8.480305,6.19,304.2,1.33,661.0,45.21,4895.0,4.631,0.696,-0.14,0
4735,410.11676,13.97,216.9,1.41,242.0,0.81,5587.0,4.372,0.965,-0.28,0
4736,54.5091549,5.125,622.2,1.94,308.0,2.13,4406.0,4.67,0.603,-0.34,1
4737,17.4532945,4.027,79.3,0.76,639.0,39.42,5528.0,4.499,0.853,-0.2,1
4738,14.1959621,3.605,196.2,1.66,818.0,105.7,6214.0,4.442,1.076,0.07,1
4739,11.52482874,1.724,577.6,22.56,756.0,77.15,5592.0,4.472,0.892,-0.16,0
4740,46.84008579,3.8198,6287.9,428.62,552.0,22.0,6006.0,4.33,1.055,-0.48,0
4741,6.70242786,1.221,65.3,1.82,1367.0,827.56,5466.0,3.735,2.224,-0.56,1
4742,0.992798625,3.5065,582.5,29.26,1967.0,3519.47,6055.0,4.407,1.098,0.12,0
4743,7.79534033,3.406,102.1,1.07,985.0,222.52,6156.0,4.443,1.05,0.0,1
4744,186.72243,13.35,326.4,1.84,329.0,2.77,6040.0,4.469,0.999,-0.02,0
4745,118.4039,5.593,426.0,3.46,517.0,16.83,6486.0,4.091,1.64,-0.22,0
4746,182.281992,8.828,509.3,1.67,280.0,1.46,5503.0,4.536,0.742,-0.74,0
4747,2.40174996,1.413,254.4,0.65,621.0,35.1,3606.0,4.855,0.399,-0.2,1
4748,10.0102876,5.33,127.1,0.69,522.0,17.56,4214.0,4.65,0.601,-0.26,0
4749,115.238544,7.653,516.7,3.17,372.0,4.52,5589.0,4.384,1.037,0.14,1
4750,21.7434141,8.143,154.8,2.23,799.0,96.15,5767.0,4.082,1.497,-0.08,1
4751,1.366964704,2.3181,59.7,0.79,1640.0,1705.64,5780.0,4.438,1.0,0.0,0
4752,0.77957913,2.457,70.4,0.71,1819.0,2585.39,5699.0,4.553,0.853,-0.1,0
4753,0.544561598,1.6053,35.2,44.9,11804.0,4601339.96,3715.0,0.851,80.529,0.0,0
4754,5.6795377,3.757,52.0,1.16,1420.0,961.1,6514.0,4.09,1.585,-0.34,1
4755,17.4453133,5.14,327.7,5.38,1066.0,305.55,4927.0,3.417,3.04,-0.24,0
4757,1.97515457,2.633,66.1,0.92,1504.0,1207.0,5571.0,4.31,1.145,0.24,0
4758,9.33955596,2.058,245.1,2.67,882.0,143.02,5516.0,4.308,1.101,0.08,1
4759,21.993112,8.616,1015.7,23.21,523.0,17.75,5205.0,4.604,0.747,-0.16,0
4760,19.5489666,1.78,523.8,1.89,579.0,26.62,5549.0,4.6,0.732,-0.54,1
4761,7.41834569,2.462,234.0,1.12,800.0,96.9,5549.0,4.6,0.732,-0.54,1
4762,27.6853358,4.661,1660.7,3.11,461.0,10.67,5216.0,4.673,0.639,-0.68,0
4763,35.6225528,4.845,651.1,2.24,523.0,17.67,5799.0,4.539,0.878,-0.1,1
4764,7.1403113,5.891,112.1,1.18,1036.0,272.78,6354.0,4.454,1.016,-0.3,0
4765,2.69487041,2.553,62.1,0.97,1440.0,1020.03,5823.0,4.283,1.187,0.0,0
4766,112.303136,5.869,502.1,1.3,241.0,0.79,4401.0,4.677,0.595,-0.38,1
4767,92.461135,14.344,122.4,2.86,564.0,23.91,5132.0,3.675,2.648,-0.08,1
4768,49.5387264,2.238,740.6,20.52,436.0,8.52,5683.0,4.605,0.747,-0.52,0
4769,3.39155966,3.87,28.4,0.49,1183.0,462.47,5896.0,4.516,0.914,-0.1,0
4770,9.2294726,2.446,199.3,0.82,601.0,30.83,4781.0,4.679,0.596,-0.7,1
4771,1.33254897,3.083,591.7,32.84,4664.0,111977.04,4894.0,2.445,13.777,-0.46,0
4772,18.3721835,3.738,152.5,1.12,657.0,43.96,5937.0,4.558,0.83,-0.42,1
4773,18.2260472,3.664,361.1,1.85,648.0,41.67,5440.0,4.444,0.98,0.36,0
4774,0.630539713,1.7407,239.6,21.07,1936.0,3333.18,5458.0,4.482,0.894,0.02,0
4775,17.99562529,0.871,1068.0,28.98,701.0,57.21,5999.0,4.494,0.959,-0.06,1
4776,1.018347376,4.386,47.8,1.92,2832.0,15153.38,5858.0,3.729,2.638,-0.06,0
4777,0.659299289,0.6908,1118.5,30.54,1979.0,3623.47,5791.0,4.524,0.852,-0.32,0
4779,63.095068,9.485,496.8,11.67,573.0,25.4,6622.0,4.331,1.325,0.21,1
4781,37.32483952,6.9676,4989.2,30.32,461.0,10.67,5306.0,4.55,0.79,-0.16,0
4782,25.951984,20.585,2340.2,36.8,626.0,36.39,5889.0,4.46,1.046,0.36,0
4783,21.7203362,4.252,87.8,0.8,594.0,29.45,5528.0,4.499,0.853,-0.2,1
4784,42.9136635,5.227,160.6,3.19,810.0,101.56,6049.0,3.8,2.483,0.18,1
4785,88.1804682,5.033,1138.6,2.78,359.0,3.94,5497.0,4.57,0.839,0.07,0
4786,177.668663,9.298,901.4,2.32,233.0,0.7,4721.0,4.615,0.701,-0.02,1
4787,0.98041685,0.919,105.7,0.75,1388.0,880.5,4861.0,4.572,0.722,-0.16,0
4788,92.263742,8.605,296.9,2.22,469.0,11.42,6084.0,4.287,1.283,0.14,1
4789,6.64754478,1.961,289.3,1.72,999.0,235.89,6046.0,4.478,1.007,0.07,1
4790,1.23517588,5.476,232.9,1.59,1697.0,1955.7,5780.0,4.438,1.0,0.0,0
4791,1.97650073,1.788,112.5,0.97,1394.0,892.9,5792.0,4.514,0.923,0.04,1
4792,3.79892774,4.112,47.0,1.46,1869.0,2888.6,6831.0,3.971,2.106,-0.08,1
4793,0.416995408,0.8928,112.6,0.84,2433.0,8299.79,6150.0,4.498,0.781,-1.9,0
4794,14.7401061,5.637,238.0,1.48,750.0,74.65,5999.0,4.494,0.959,-0.06,1
4795,256.52387,9.07,126.1,1.33,338.0,3.1,6348.0,4.323,1.18,-0.16,0
4796,3.0001191,6.61,7.7,0.73,2566.0,10247.93,8431.0,3.97,2.485,0.07,0
4797,81.4160138,14.175,762.3,4.63,522.0,17.53,6352.0,4.267,1.401,0.32,1
4798,4.7309013,2.889,228.5,1.39,1065.0,303.67,5941.0,4.519,0.911,-0.14,1
4799,21.3761817,8.543,104.0,1.08,717.0,62.37,5984.0,4.322,1.052,-0.52,1
4800,6.58753699,2.043,232.1,1.51,992.0,228.36,6014.0,4.486,0.993,0.07,1
4801,8.5900471,3.463,137.0,0.8,677.0,49.76,4914.0,4.575,0.707,-0.3,0
4802,357.82544,9.12,152.5,1.7,306.0,2.08,6131.0,4.248,1.312,0.04,0
4803,30.8278245,4.214,641.3,2.42,585.0,27.66,5982.0,4.493,0.96,-0.04,1
4804,47.1607932,4.003,723.2,2.58,503.0,15.07,5936.0,4.501,0.965,0.07,1
4805,49.2768448,3.787,1132.9,1.75,271.0,1.28,3899.0,4.713,0.529,-0.2,1
4806,35.2330694,3.674,352.8,0.97,288.0,1.62,3749.0,4.743,0.524,0.16,1
4807,45.3965379,3.826,1001.6,1.97,326.0,2.66,4266.0,4.626,0.643,-0.04,0
4808,508.807642,4.495,2127.0,39.59,595.0,29.54,4893.0,2.454,8.811,-0.86,0
4809,36.721576,7.758,538.2,1.93,498.0,14.51,5662.0,4.56,0.84,-0.12,1
4810,362.69427,9.7,439.9,3.54,315.0,2.32,5288.0,3.898,1.719,-0.34,0
4811,370.35639,12.75,732.2,2.82,268.0,1.21,6117.0,4.457,1.025,-0.02,0
4812,96.81647,10.227,164.7,3.19,655.0,43.39,6404.0,3.793,2.467,-0.18,1
4813,0.729724346,2.699,23.0,0.51,2151.0,5081.58,6084.0,4.426,1.03,-0.1,0
4814,3.51413723,3.919,32.7,0.69,1267.0,609.04,6201.0,4.472,0.989,-0.2,1
4815,4.96504981,2.212,50.7,1.51,1403.0,917.99,5339.0,3.823,2.011,-0.28,1
4816,0.821472455,2.433,127.1,0.92,1559.0,1395.92,4889.0,4.503,0.836,0.32,0
4817,1.29019586,3.741,86.5,0.78,1530.0,1293.44,5693.0,4.558,0.842,-0.14,0
4818,1.141148847,1.629,73.1,1.67,2248.0,6008.73,5438.0,3.916,1.989,0.32,1
4819,12.460565,3.903,143.9,1.1,726.0,65.72,5435.0,4.453,0.933,0.12,1
